submitted_id	current_id	converted_id	current_symbol
Nup153	FBgn0061200	FBgn0061200	Nup153
CG5412	FBgn0038806	FBgn0038806	CG5412
Tina-1	FBgn0035083	FBgn0035083	Tina-1
Arc2	FBgn0033928	FBgn0033928	Arc2
CG13827	FBgn0039068	FBgn0039068	CG13827
fzy	FBgn0001086	FBgn0001086	fzy
CG14619	FBgn0068422	FBgn0068422	Dyak\GE17938
CG14619	FBgn0031187	FBgn0031187	CG14619
CG2118	FBgn0039877	FBgn0039877	CG2118
CG1951	FBgn0086867	FBgn0086867	Dpsb\CG1951
CG1951	FBgn0045622	FBgn0045622	Dsim\CG1951
CG1951	FBgn0086868	FBgn0086868	Dper\CG1951
CG1951	FBgn0086869	FBgn0086869	Dmir\CG1951
CG1951	FBgn0039623	FBgn0039623	CG1951
CG4733	FBgn0038744	FBgn0038744	CG4733
CG4733	FBgn0064631	FBgn0064631	Dere\GG23581
CG4733	FBgn0064280	FBgn0064280	Dwil\GK22364
CG4733	FBgn0064530	FBgn0064530	Dlit\CG4733
smg	FBgn0016070	FBgn0016070	smg
Trc8	FBgn0039668	FBgn0039668	Trc8
CG17255	FBgn0261710	FBgn0261710	nocte
CG10672	FBgn0035588	FBgn0035588	CG10672
snoRNA:Psi18S-1377d	FBgn0083048	FBgn0083048	snoRNA:Psi18S-1377d
sm	FBgn0003435	FBgn0003435	sm
CG8405	FBgn0034071	FBgn0034071	CG8405
CG7529	FBgn0037090	FBgn0037090	Est-Q
CG1344	FBgn0027507	FBgn0027507	CG1344
jumu	FBgn0015396	FBgn0015396	jumu
CG14103	FBgn0068428	FBgn0068428	Dyak\GE22465
CG14103	FBgn0083952	FBgn0083952	CG34116
CG14103	FBgn0036908	FBgn0036908	CG14103
hoe1	FBgn0041150	FBgn0041150	hoe1
CG5458	FBgn0032478	FBgn0032478	CG5458
key	FBgn0041205	FBgn0041205	key
SdhC	FBgn0037873	FBgn0037873	SdhC
robo	FBgn0005631	FBgn0005631	robo
CG10144	FBgn0035704	FBgn0035704	CG10144
CG10214	FBgn0039115	FBgn0039115	CG10214
CG11900	FBgn0039650	FBgn0039650	Mesh1
CG4884	FBgn0039565	FBgn0039565	CG4884
Cdep	FBgn0265082	FBgn0265082	Cdep
stet	FBgn0020248	FBgn0020248	stet
CG30069	FBgn0050069	FBgn0050069	CG30069
CG42611	FBgn0261260	FBgn0261260	mgl
CG8111	FBgn0035825	FBgn0035825	CG8111
RpL11	FBgn0013325	FBgn0013325	RpL11
spz	FBgn0003495	FBgn0003495	spz
Nf-YC	FBgn0029905	FBgn0029905	Nf-YC
CG10013	FBgn0038012	FBgn0038012	CG10013
CG10013	FBgn0067470	FBgn0067470	Dvir\GJ23308
CG34034	FBgn0054034	FBgn0054034	CG34034
CG12824	FBgn0033222	FBgn0033222	CG12824
VhaM9.7-2	unknown ID	-	-
CG6928	FBgn0036240	FBgn0036240	CG6928
CG5235	FBgn0036565	FBgn0036565	CG5235
CG32369	FBgn0052369	FBgn0052369	CG32369
CG11210	FBgn0033259	FBgn0033259	CG11210
crm	FBgn0000376	FBgn0000376	crm
Rab6	FBgn0015797	FBgn0015797	Rab6
XRCC1	FBgn0026751	FBgn0026751	XRCC1
N	FBgn0004647	FBgn0004647	N
CR42874	FBgn0262148	FBgn0262148	CR42874
CG11127	FBgn0033178	FBgn0033178	CG11127
KH1	FBgn0086130	FBgn0086130	Dbp21E2
CG8326	FBgn0030851	FBgn0030851	CG8326
CG8326	FBgn0233156	FBgn0233156	Dyak\GE15584
bond	FBgn0260942	FBgn0260942	bond
CG5590	FBgn0039537	FBgn0039537	CG5590
CG14073	FBgn0036814	FBgn0036814	CG14073
CG6693	FBgn0037878	FBgn0037878	CG6693
CG31380	FBgn0051380	FBgn0051380	CG31380
Rpn6	FBgn0028689	FBgn0028689	Rpn6
CG3585	FBgn0023458	FBgn0023458	Rbcn-3A
CG3585	FBgn0041671	FBgn0041671	Dsim\CG3585
CG3585	FBgn0064040	FBgn0064040	Drep\CG3585
CG3585	FBgn0041647	FBgn0041647	Dyak\GE16475
CG14894	FBgn0038428	FBgn0038428	CG14894
CG6188	FBgn0038074	FBgn0038074	CG6188
proPO-A1	unknown ID	-	-
CG15107	FBgn0041702	FBgn0041702	CG15107
CG9849	FBgn0034803	FBgn0034803	CG9849
CG9849	FBgn0068187	FBgn0068187	Dyak\GE14252
CG9510	FBgn0032076	FBgn0032076	CG9510
Mat89Ba	FBgn0261286	FBgn0261286	Mat89Ba
ksr	FBgn0015402	FBgn0015402	ksr
CG5321	FBgn0030575	FBgn0030575	CG5321
LanB2	FBgn0267348	FBgn0267348	LanB2
Pbp95	FBgn0037540	FBgn0037540	Pbp95
CG11563	FBgn0039868	FBgn0039868	CG11563
CG11771	FBgn0039252	FBgn0039252	CG11771
cm	FBgn0000330	FBgn0000330	cm
MtnC	FBgn0038790	FBgn0038790	MtnC
Pur-alpha	FBgn0022361	FBgn0022361	Pur-alpha
His3.3B	FBgn0004828	FBgn0004828	His3.3B
CG11319	FBgn0031835	FBgn0031835	CG11319
CG12506	FBgn0031276	FBgn0031276	CG12506
CG3760	FBgn0250860	FBgn0250860	Dyak\GE14456
CG3760	FBgn0022343	FBgn0022343	CG3760
CG6448	FBgn0261802	FBgn0261802	CG42748
CG13309	FBgn0045647	FBgn0045647	Dsim\CG13309
CG13309	FBgn0068444	FBgn0068444	Dyak\GE20785
CG13309	FBgn0035933	FBgn0035933	CG13309
Gr94a	FBgn0041225	FBgn0041225	Gr94a
CG4752	FBgn0034733	FBgn0034733	CG4752
kdn	FBgn0261955	FBgn0261955	kdn
kirre	FBgn0028369	FBgn0028369	kirre
mats	FBgn0038965	FBgn0038965	mats
CG13902	FBgn0035166	FBgn0035166	CG13902
Sps2	FBgn0032224	FBgn0032224	Sps2
sprt	FBgn0082585	FBgn0082585	sprt
CG12419	FBgn0037769	FBgn0037769	CG12419
CG5098	FBgn0034300	FBgn0034300	CG5098
CG15423	FBgn0031580	FBgn0031580	CG15423
CG13148	FBgn0033767	FBgn0033767	CG13148
Timp	FBgn0025879	FBgn0025879	Timp
coilin	unknown ID	-	-
CG40045	FBgn0058045	FBgn0058045	CG40045
CG10984	FBgn0036305	FBgn0036305	CG10984
CG5146	FBgn0086975	FBgn0086975	Dana\CG5146
CG5146	FBgn0086969	FBgn0086969	Dwil\CG5146
CG5146	FBgn0078689	FBgn0078689	Dpse\GA18689
CG5146	FBgn0086972	FBgn0086972	Dper\CG5146
CG5146	FBgn0086981	FBgn0086981	Dere\CG5146
CG5146	FBgn0086978	FBgn0086978	Dyak\CG5146
CG5146	FBgn0086984	FBgn0086984	Dsec\CG5146
CG5146	FBgn0035617	FBgn0035617	l(3)psg2
CG5146	FBgn0086987	FBgn0086987	Dsim\CG5146
CG32485	FBgn0052485	FBgn0052485	CG32485
nrm	FBgn0262509	FBgn0262509	nrm
CG32199	FBgn0052199	FBgn0052199	CG32199
CG1640	FBgn0030478	FBgn0030478	CG1640
MAPk-Ak2	FBgn0013987	FBgn0013987	MAPk-Ak2
tay	FBgn0260938	FBgn0260938	tay
CG5027	FBgn0036579	FBgn0036579	CG5027
mRpL3	FBgn0030686	FBgn0030686	mRpL3
CG7222	FBgn0033551	FBgn0033551	CG7222
Marcal1	FBgn0031655	FBgn0031655	Marcal1
CG14695	FBgn0037850	FBgn0037850	CG14695
CG11444	FBgn0029715	FBgn0029715	CG11444
ssh	FBgn0029157	FBgn0029157	ssh
CG3663	FBgn0035044	FBgn0035044	CG3663
CG40439	FBgn0058439	FBgn0058439	CG40439
Prosbeta3	FBgn0026380	FBgn0026380	Prosbeta3
CG12091	FBgn0035228	FBgn0035228	CG12091
CG12091	FBgn0068472	FBgn0068472	Dyak\GE20952
ref(2)P	FBgn0003231	FBgn0003231	ref(2)P
NAAT1	FBgn0029762	FBgn0029762	NAAT1
snoRNA:Psi28S-3405d	FBgn0082957	FBgn0082957	snoRNA:Psi28S-3405d
dream	FBgn0033051	FBgn0033051	dream
nej	FBgn0261617	FBgn0261617	nej
betaTub97EF	FBgn0003890	FBgn0003890	betaTub97EF
CG32027	FBgn0052027	FBgn0052027	CR32027
RpS12	FBgn0260441	FBgn0260441	RpS12
CG30183	FBgn0050183	FBgn0050183	CG30183
Ance-5	FBgn0035076	FBgn0035076	Ance-5
W	FBgn0003997	FBgn0003997	W
CG32441	FBgn0052441	FBgn0052441	CG32441
RpS5b	FBgn0038277	FBgn0038277	RpS5b
CG10959	FBgn0030010	FBgn0030010	CG10959
CG32528	FBgn0052528	FBgn0052528	parvin
mRpS30	FBgn0030692	FBgn0030692	mRpS30
CG8745	FBgn0036381	FBgn0036381	CG8745
CG34123	FBgn0265194	FBgn0265194	Trpm
CG8928	FBgn0030711	FBgn0030711	Rrp47
CG14864	FBgn0038311	FBgn0038311	CG14864
CG2200	FBgn0030447	FBgn0030447	CG2200
mRpS17	FBgn0034986	FBgn0034986	mRpS17
Sodh-2	FBgn0022359	FBgn0022359	Sodh-2
krimp	FBgn0034098	FBgn0034098	krimp
CG14899	FBgn0083815	FBgn0083815	Dbuz\CG14899
CG14899	FBgn0038438	FBgn0038438	Der-2
CREG	FBgn0025456	FBgn0025456	CREG
SNF4Agamma	FBgn0264357	FBgn0264357	SNF4Agamma
bbg	FBgn0087007	FBgn0087007	bbg
snoRNA:Psi28S-2648	FBgn0065055	FBgn0065055	snoRNA:Psi28S-2648
CG6659	FBgn0030946	FBgn0030946	CG6659
CG8777	FBgn0033376	FBgn0033376	CG8777
Acer	FBgn0016122	FBgn0016122	Acer
Ssb-c31a	FBgn0015299	FBgn0015299	Ssb-c31a
mnb	FBgn0259168	FBgn0259168	mnb
CG13392	FBgn0032033	FBgn0032033	CG13392
CG15209	FBgn0030237	FBgn0030237	CG15209
hiw	FBgn0030600	FBgn0030600	hiw
Atg6	FBgn0264325	FBgn0264325	Atg6
CG15084	FBgn0034402	FBgn0034402	CG15084
CG7470	FBgn0037146	FBgn0037146	CG7470
GstE5	FBgn0063495	FBgn0063495	GstE5
Mpk2	unknown ID	-	-
CG30181	FBgn0050181	FBgn0050181	ppk3
mRpS7	FBgn0032236	FBgn0032236	mRpS7
yrt	FBgn0004049	FBgn0004049	yrt
CG16718	FBgn0038721	FBgn0038721	subdued
spn-B	FBgn0003480	FBgn0003480	spn-B
DAAM	FBgn0025641	FBgn0025641	DAAM
CG32103	FBgn0052103	FBgn0052103	CG32103
CG17108	FBgn0032285	FBgn0032285	CG17108
CG17108	FBgn0082749	FBgn0082749	Dsim\CG17108
CG3860	FBgn0034951	FBgn0034951	CG3860
CG13397	FBgn0014417	FBgn0014417	CG13397
Pde8	FBgn0266377	FBgn0266377	Pde8
CG8303	FBgn0034143	FBgn0034143	CG8303
Pdh	FBgn0011693	FBgn0011693	Pdh
brk	FBgn0024250	FBgn0024250	brk
CG11208	FBgn0034488	FBgn0034488	CG11208
CG11208	FBgn0082754	FBgn0082754	Dsim\GD25296
CG11208	FBgn0082775	FBgn0082775	Dsec\GM19803
Map60	FBgn0010342	FBgn0010342	Map60
RhoGAP71E	FBgn0036518	FBgn0036518	RhoGAP71E
CG5902	FBgn0039136	FBgn0039136	CG5902
CG5902	FBgn0068284	FBgn0068284	Dyak\GE23435
Uhg1	FBgn0045800	FBgn0045800	Uhg1
CG14921	FBgn0032345	FBgn0032345	CG14921
aph-1	FBgn0031458	FBgn0031458	aph-1
VhaAC39	unknown ID	-	-
CG34446	FBgn0085475	FBgn0085475	CG34446
CG17977	FBgn0040778	FBgn0040778	CG17977
CG31365	FBgn0051365	FBgn0051365	CG31365
nAcRbeta-21C	unknown ID	-	-
CG7447	FBgn0035539	FBgn0035539	slow
CG12765	FBgn0033813	FBgn0033813	fsd
sno	FBgn0265630	FBgn0265630	sno
Klp64D	FBgn0004380	FBgn0004380	Klp64D
sdk	FBgn0021764	FBgn0021764	sdk
CG31549	FBgn0051549	FBgn0051549	CG31549
CG11756	FBgn0030290	FBgn0030290	CG11756
CG11926	FBgn0031640	FBgn0031640	Mon1
CG30390	FBgn0050390	FBgn0050390	Sgf29
Pgk	FBgn0250906	FBgn0250906	Pgk
CG4282	FBgn0034114	FBgn0034114	CG4282
CG7461	FBgn0034432	FBgn0034432	CG7461
CG7461	FBgn0068246	FBgn0068246	Dyak\GE12038
cni	FBgn0000339	FBgn0000339	cni
Zasp52	FBgn0265991	FBgn0265991	Zasp52
btsz	FBgn0266756	FBgn0266756	btsz
Mtor	FBgn0013756	FBgn0013756	Mtor
simj	FBgn0010762	FBgn0010762	simj
CG10254	FBgn0027512	FBgn0027512	CG10254
CG5641	FBgn0038046	FBgn0038046	CG5641
san	FBgn0024188	FBgn0024188	san
CG14196	FBgn0031002	FBgn0031002	CG14196
Ino80	FBgn0086613	FBgn0086613	Ino80
CG5285	FBgn0038490	FBgn0038490	CG5285
NLaz	FBgn0053126	FBgn0053126	NLaz
nimB3	unknown ID	-	-
CG31109	FBgn0051109	FBgn0051109	CG31109
mars	FBgn0033845	FBgn0033845	mars
CG14352	FBgn0031351	FBgn0031351	CG14352
chrw	unknown ID	-	-
synj	unknown ID	-	-
CG15440	FBgn0031607	FBgn0031607	CG15440
CG14057	FBgn0036696	FBgn0036696	CG14057
CG1847	FBgn0030345	FBgn0030345	CG1847
Crg-1	FBgn0021738	FBgn0021738	Crg-1
CG10026	FBgn0032785	FBgn0032785	CG10026
CG1316	FBgn0068447	FBgn0068447	Dyak\GE21435
CG1316	FBgn0035526	FBgn0035526	CG1316
Mtr3	FBgn0036916	FBgn0036916	Mtr3
CG5126	FBgn0031320	FBgn0031320	CG5126
CG11791	FBgn0039266	FBgn0039266	CG11791
l(2)k09022	FBgn0086451	FBgn0086451	l(2)k09022
CG17493	FBgn0040010	FBgn0040010	CG17493
CG17493	FBgn0068380	FBgn0068380	Dyak\GE22671
snoRNA:Me18S-A1061	FBgn0082952	FBgn0082952	snoRNA:Me18S-A1061
SelR	FBgn0037847	FBgn0037847	SelR
CG9689	FBgn0030159	FBgn0030159	CG9689
CG13733	FBgn0036729	FBgn0036729	CG13733
Nup62	FBgn0034118	FBgn0034118	Nup62
Axn	FBgn0026597	FBgn0026597	Axn
CG12288	FBgn0032620	FBgn0032620	CG12288
CG30373	FBgn0050373	FBgn0050373	CG30373
CG9769	FBgn0037270	FBgn0037270	CG9769
CG9769	FBgn0045576	FBgn0045576	Dsim\CG9769
Aats-gly	FBgn0027088	FBgn0027088	Aats-gly
CG5107	FBgn0039342	FBgn0039342	CG5107
cdc23	unknown ID	-	-
CG2124	FBgn0083457	FBgn0083457	Dsim\CG2124
CG2124	FBgn0030217	FBgn0030217	CG2124
CG2124	FBgn0083703	FBgn0083703	Dmau\CG2124
CG2124	FBgn0083775	FBgn0083775	Dere\CG2124
CG2124	FBgn0243585	FBgn0243585	Dpse\GA15256
CG10508	FBgn0037060	FBgn0037060	CG10508
CG34371	FBgn0085400	FBgn0085400	CG34371
heix	FBgn0028375	FBgn0028375	heix
Dcr-1	FBgn0039016	FBgn0039016	Dcr-1
CG2202	FBgn0030240	FBgn0030240	CG2202
mGluRA	unknown ID	-	-
CG17119	FBgn0039045	FBgn0039045	CG17119
mago	FBgn0002736	FBgn0002736	mago
CG32767	FBgn0052767	FBgn0052767	CG32767
inx3	unknown ID	-	-
CG42854	FBgn0262101	FBgn0262101	CG42854
CG15861	FBgn0035084	FBgn0035084	CG15861
CG6362	FBgn0028740	FBgn0028740	CG6362
CG2681	FBgn0024997	FBgn0024997	CG2681
CG15168	FBgn0032732	FBgn0032732	CG15168
CG7053	FBgn0030960	FBgn0030960	Atg101
CG14980	FBgn0035470	FBgn0035470	Ccz1
CG12194	FBgn0031636	FBgn0031636	CG12194
e(y)2	FBgn0000618	FBgn0000618	e(y)2
CG3508	FBgn0038251	FBgn0038251	Hexim
CG13196	FBgn0033645	FBgn0033645	CG13196
l(2)NC136	unknown ID	-	-
CG17683	FBgn0262115	FBgn0262115	CG17683
Cad87A	FBgn0037963	FBgn0037963	Cad87A
TpnC47D	FBgn0010423	FBgn0010423	TpnC47D
Oscillin	FBgn0031717	FBgn0031717	Oscillin
norpA	FBgn0262738	FBgn0262738	norpA
CG11454	FBgn0031224	FBgn0031224	CG11454
eIF-4E	FBgn0015218	FBgn0015218	eIF-4E
Gap69C	unknown ID	-	-
Eno	FBgn0000579	FBgn0000579	Eno
Med	FBgn0011655	FBgn0011655	Med
CG11112	FBgn0033164	FBgn0033164	CG11112
CG17568	FBgn0032763	FBgn0032763	CG17568
CG11851	FBgn0039293	FBgn0039293	CG11851
Rb97D	FBgn0004903	FBgn0004903	Rb97D
CG8237	FBgn0033350	FBgn0033350	CG8237
Cap	FBgn0015615	FBgn0015615	Cap
CG12688	FBgn0029707	FBgn0029707	CG12688
crc	FBgn0000370	FBgn0000370	crc
CR33328	FBgn0263396	FBgn0263396	sqd
CG10958	FBgn0030004	FBgn0030004	CG10958
CG10373	FBgn0032704	FBgn0032704	Jwa
adp	FBgn0000057	FBgn0000057	adp
Mcm2	FBgn0014861	FBgn0014861	Mcm2
katanin-60	unknown ID	-	-
cype	FBgn0015031	FBgn0015031	cype
CG13865	FBgn0039965	FBgn0039965	CG13865
beta4GalT7	FBgn0039258	FBgn0039258	beta4GalT7
CG6753	FBgn0038070	FBgn0038070	CG6753
Vps33B	FBgn0039335	FBgn0039335	Vps33B
Myo61F	FBgn0010246	FBgn0010246	Myo61F
Gmer	FBgn0034794	FBgn0034794	Gmer
CG30344	FBgn0050344	FBgn0050344	CG30344
Mgat1	FBgn0034521	FBgn0034521	Mgat1
CG12071	FBgn0039808	FBgn0039808	CG12071
CG30503	FBgn0050503	FBgn0050503	CG30503
CG4658	FBgn0032170	FBgn0032170	CG4658
CG1172	FBgn0068891	FBgn0068891	Dbuz\CG1172
CG1172	FBgn0264712	FBgn0264712	CG1172
rod	FBgn0003268	FBgn0003268	rod
CG5527	FBgn0039564	FBgn0039564	CG5527
CG6495	FBgn0027550	FBgn0027550	CG6495
mRpL38	FBgn0030552	FBgn0030552	mRpL38
vir	FBgn0003977	FBgn0003977	vir
dgt6	FBgn0039638	FBgn0039638	dgt6
GXIVsPLA2	FBgn0036545	FBgn0036545	GXIVsPLA2
CG12822	FBgn0033229	FBgn0033229	CG12822
Hydr2	FBgn0014906	FBgn0014906	Hydr2
nord	FBgn0050418	FBgn0050418	nord
CG5599	FBgn0068674	FBgn0068674	Dsim\GD17193
CG5599	FBgn0030612	FBgn0030612	CG5599
CG1427	FBgn0037347	FBgn0037347	CG1427
Sry-beta	FBgn0003511	FBgn0003511	Sry-beta
CG34363	FBgn0261698	FBgn0261698	CG42732
CG42849	FBgn0263773	FBgn0263773	fok
CG16908	FBgn0037741	FBgn0037741	CG16908
CG2862	FBgn0031459	FBgn0031459	CG2862
Slob	FBgn0264087	FBgn0264087	Slob
DIP2	FBgn0024806	FBgn0024806	DIP2
CG42235	FBgn0250757	FBgn0250757	CG42235
CG34460	FBgn0085489	FBgn0085489	CG34460
mtacp1	FBgn0011361	FBgn0011361	mtacp1
CG5792	FBgn0032455	FBgn0032455	CG5792
CSN4	FBgn0027054	FBgn0027054	CSN4
CG11052	FBgn0040524	FBgn0040524	CG11052
CG12880	FBgn0046258	FBgn0046258	CG12880
CG33221	FBgn0053221	FBgn0053221	CR33221
boca	FBgn0004132	FBgn0004132	boca
king-tubby	unknown ID	-	-
CG5385	FBgn0032215	FBgn0032215	CG5385
CG15561	FBgn0039829	FBgn0039829	CG15561
chrb	FBgn0036165	FBgn0036165	chrb
CG40486	FBgn0263830	FBgn0263830	CG40486
endos	FBgn0061515	FBgn0061515	endos
CG13949	FBgn0031288	FBgn0031288	CG13949
CG33276	FBgn0053276	FBgn0053276	CG33276
CG8611	FBgn0027602	FBgn0027602	CG8611
mRpS24	FBgn0039159	FBgn0039159	mRpS24
Six4	FBgn0027364	FBgn0027364	Six4
CG8451	FBgn0031998	FBgn0031998	SLC5A11
Cka	FBgn0044323	FBgn0044323	Cka
Bin1	FBgn0024491	FBgn0024491	Bin1
Ptp4E	FBgn0004368	FBgn0004368	Ptp4E
Not1	FBgn0085436	FBgn0085436	Not1
CG2310	FBgn0039665	FBgn0039665	CG2310
snoRNA:Psi28S-2442b	FBgn0082988	FBgn0082988	snoRNA:Psi28S-2442b
lic	FBgn0261524	FBgn0261524	lic
CG17922	FBgn0266346	FBgn0266346	CngB
KLHL18	FBgn0037978	FBgn0037978	KLHL18
pyx	FBgn0035113	FBgn0035113	pyx
Aats-leu	FBgn0027085	FBgn0027085	Aats-leu
CG8193	FBgn0033367	FBgn0033367	PPO2
Vha36	unknown ID	-	-
snRNA:U1:82Eb	FBgn0004183	FBgn0004183	snRNA:U1:82Eb
Rgk1	FBgn0264753	FBgn0264753	Rgk1
Rrp46	FBgn0037815	FBgn0037815	Rrp46
Syx16	FBgn0031106	FBgn0031106	Syx16
CG14069	FBgn0032315	FBgn0032315	CG14069
vas	FBgn0262526	FBgn0262526	vas
CG6073	FBgn0039417	FBgn0039417	CG6073
CG6613	FBgn0034694	FBgn0034694	CG6613
CG13567	FBgn0034963	FBgn0034963	Not11
CG18662	FBgn0040963	FBgn0040963	CG18662
ida	FBgn0041147	FBgn0041147	ida
CG9577	FBgn0031092	FBgn0031092	CG9577
yellow-f2	FBgn0038105	FBgn0038105	yellow-f2
Cyp6a2	FBgn0000473	FBgn0000473	Cyp6a2
Bub3	FBgn0025457	FBgn0025457	Bub3
CG6664	FBgn0036685	FBgn0036685	CG6664
CG42759	FBgn0261817	FBgn0261817	CG42759
pAbp	FBgn0265297	FBgn0265297	pAbp
CG12219	FBgn0043796	FBgn0043796	CG12219
CG3590	FBgn0038467	FBgn0038467	AdSL
ine	FBgn0011603	FBgn0011603	ine
su(r)	FBgn0086450	FBgn0086450	su(r)
CG30152	FBgn0075698	FBgn0075698	Dpse\GA15681
CG30152	FBgn0034543	FBgn0034543	CG30152
CG30152	FBgn0068819	FBgn0068819	Dmir\CG10404
CG30152	FBgn0086575	FBgn0086575	Dafs\CG30152
CG6543	FBgn0033879	FBgn0033879	CG6543
CG6543	FBgn0068271	FBgn0068271	Dyak\GE13337
cal1	FBgn0038478	FBgn0038478	cal1
CG17660	FBgn0031356	FBgn0031356	CG17660
Tudor-SN	FBgn0035121	FBgn0035121	Tudor-SN
l(3)03670	FBgn0010808	FBgn0010808	l(3)03670
Zn72D	FBgn0263603	FBgn0263603	Zn72D
CG17667	FBgn0064535	FBgn0064535	Dlit\CG17667
CG17667	FBgn0261674	FBgn0261674	CG42709
CG7357	FBgn0038551	FBgn0038551	CG7357
roX1	FBgn0019661	FBgn0019661	roX1
MESR6	FBgn0036846	FBgn0036846	MESR6
CG4074	FBgn0037017	FBgn0037017	CG4074
CG6345	FBgn0037816	FBgn0037816	CG6345
hk	FBgn0001202	FBgn0001202	hk
CG1603	FBgn0033185	FBgn0033185	CG1603
Cyp6a9	FBgn0013771	FBgn0013771	Cyp6a9
CG14818	FBgn0026088	FBgn0026088	CG14818
CG8516	FBgn0037757	FBgn0037757	CG8516
CG42246	FBgn0259098	FBgn0259098	CG42246
CG15047	FBgn0030938	FBgn0030938	CG15047
CG1529	FBgn0031144	FBgn0031144	CG1529
comm	FBgn0010105	FBgn0010105	comm
dp	FBgn0053196	FBgn0053196	dp
CG8654	FBgn0034479	FBgn0034479	CG8654
Scs-fp	unknown ID	-	-
CG2017	FBgn0037391	FBgn0037391	CG2017
Ect3	FBgn0260746	FBgn0260746	Ect3
RacGAP84C	FBgn0045843	FBgn0045843	RacGAP84C
CG15185	FBgn0037449	FBgn0037449	CG15185
CG14210	FBgn0031040	FBgn0031040	CG14210
tws	FBgn0004889	FBgn0004889	tws
r-l	FBgn0003257	FBgn0003257	r-l
rno	FBgn0035106	FBgn0035106	rno
CG32407	FBgn0052407	FBgn0052407	CG32407
CG1824	FBgn0030403	FBgn0030403	CG1824
CG2493	FBgn0032864	FBgn0032864	CG2493
CG2493	FBgn0178191	FBgn0178191	Dsec\GM23324
CG32814	FBgn0052814	FBgn0052814	CG32814
CG31013	FBgn0051013	FBgn0051013	CG31013
mRpS34	FBgn0260460	FBgn0260460	mRpS34
tgy	FBgn0030984	FBgn0030984	tgy
CG32647	FBgn0052647	FBgn0052647	CG32647
CG12333	FBgn0038617	FBgn0038617	CG12333
CG15449	FBgn0031146	FBgn0031146	CG15449
Pkc98E	FBgn0003093	FBgn0003093	Pkc98E
Stim	FBgn0045073	FBgn0045073	Stim
CG7791	FBgn0033038	FBgn0033038	CG7791
CG11155	FBgn0039927	FBgn0039927	CG11155
CG30424	FBgn0050424	FBgn0050424	CG30424
mRpL52	FBgn0033208	FBgn0033208	mRpL52
Dscam	unknown ID	-	-
Ubp64E	FBgn0016756	FBgn0016756	Ubp64E
stc	FBgn0001978	FBgn0001978	stc
RNaseMRP:RNA	FBgn0065098	FBgn0065098	RNaseMRP:RNA
CPTI	unknown ID	-	-
alpha-Adaptin	unknown ID	-	-
CG30488	FBgn0050488	FBgn0050488	antr
CG1161	FBgn0037313	FBgn0037313	CG1161
ced-6	FBgn0029092	FBgn0029092	ced-6
CG7757	FBgn0036915	FBgn0036915	Prp3
CG3408	FBgn0036008	FBgn0036008	CG3408
CG30105	FBgn0050105	FBgn0050105	CG30105
CG42467	FBgn0259957	FBgn0259957	CG42467
CG32452	FBgn0052452	FBgn0052452	CG32452
CG7970	FBgn0035252	FBgn0035252	CG7970
CG7530	FBgn0038256	FBgn0038256	CG7530
CG4585	FBgn0025335	FBgn0025335	CG4585
CkIIalpha	FBgn0264492	FBgn0264492	CkIIalpha
CG15745	FBgn0266375	FBgn0266375	IP3K2
CG6067	FBgn0029828	FBgn0029828	CG6067
CG30387	FBgn0261554	FBgn0261554	CG42672
csw	FBgn0000382	FBgn0000382	csw
Tpr2	FBgn0032586	FBgn0032586	Tpr2
CG14441	FBgn0029895	FBgn0029895	CG14441
mop	FBgn0036448	FBgn0036448	mop
CG12130	FBgn0033466	FBgn0033466	Pal1
CG12130	FBgn0064444	FBgn0064444	Dpse\GA11425
CG12130	FBgn0064653	FBgn0064653	Dere\GG24122
CG3227	FBgn0031434	FBgn0031434	insv
CG3227	FBgn0068330	FBgn0068330	Dyak\GE15077
pcl	FBgn0011822	FBgn0011822	pcl
CG7987	FBgn0038244	FBgn0038244	CG7987
CG32595	FBgn0266710	FBgn0266710	hog
Socs36E	FBgn0041184	FBgn0041184	Socs36E
Kdm4B	FBgn0053182	FBgn0053182	Kdm4B
rost	FBgn0011705	FBgn0011705	rost
CG12590	FBgn0037294	FBgn0037294	CG12590
MP1	FBgn0032642	FBgn0032642	CG5110
MP1	FBgn0027930	FBgn0027930	MP1
l(2)gl	FBgn0002121	FBgn0002121	l(2)gl
CG3499	FBgn0034792	FBgn0034792	CG3499
RpS4	FBgn0011284	FBgn0011284	RpS4
CG9945	FBgn0034527	FBgn0034527	CG9945
Try29F	FBgn0015316	FBgn0015316	Try29F
sec6	unknown ID	-	-
CG30285	FBgn0050285	FBgn0050285	CG30285
CG6480	FBgn0036964	FBgn0036964	FRG1
UbcD10	FBgn0026316	FBgn0026316	UbcD10
CG5510	FBgn0039160	FBgn0039160	CG5510
CG10063	FBgn0035727	FBgn0035727	CG10063
CG3975	FBgn0027559	FBgn0027559	Pol32
CG13365	FBgn0029529	FBgn0029529	CG13365
CG6962	FBgn0037958	FBgn0037958	CG6962
CG13175	FBgn0033693	FBgn0033693	CG13175
wee	unknown ID	-	-
CG8678	FBgn0032935	FBgn0032935	Atg18b
UbcD6	FBgn0004436	FBgn0004436	UbcD6
Sod	FBgn0003462	FBgn0003462	Sod
CG17658	FBgn0034924	FBgn0034924	CG17658
mRpS9	FBgn0037529	FBgn0037529	mRpS9
